,Id,Score,ViewCount,Body,Title,AnswerCount,CommentCount,AcceptedAnswerId,OwnerUserId,CreationDate,Tags,ClosedDate,label,length
41,516,66,12091,"i typically use \textit{some italicized text} while some of my colleagues use {\it some other text} should i bother changing one or the other, or does it matter?","Does it matter if I use \textit or \it, \bfseries or \bf, etc",3,0,520.0,16.0,2010-07-28 19:47:19,<fonts><formatting><best-practices><obsolete>,,1,283
42,528,81,20518,what are some good tutorials on writing custom styles (classes) that clearly explain commands used and some of the features that tex has to offer in the way of styles?,Style/class tutorials,6,13,930.0,142.0,2010-07-28 21:59:36,<package-writing><tutorials><documentclass-writing>,,1,196
43,534,140,46675,"often assignments (or even papers) have a word count limit. that is not a big deal when using word, but i don't know how to do that using latex. my solution has been so far to compile the document and then do a rough word count of my pdf file, sometimes even copying the contents of the pdf file and pasting in word to get a mostly correct word count. is there any tool (maybe even an online tool), package, script or software to do that directly from my .tex document and still get the right word count (i.e., ignore commands, equations, etc)?",Is there any way to do a correct word count of a LaTeX document?,17,5,536.0,14.0,2010-07-29 00:10:02,<packages><compiling><word-count><scripts>,,1,572
44,538,75,7862,"..and i don't mean finding out why it doesn't compile, i mean serious debugging: breakpoints, figuring out value of variables at a given moment during run/compile, stepping, examining a stack (is there one?), etc. all the things that we take for granted when debugging a ""real"" programming language. since tex is ""turing-complete"", i would like to be able to really see what is going on internally. i'm guessing that a gui interface for the debugger would be too much to ask, but if it exists, i'd love to hear about it.",How to best debug LaTeX?,2,0,548.0,117.0,2010-07-29 01:44:41,<tools><debugging>,,1,549
45,553,256,26689,"i'm getting the impression from reading the answers written by some of the real experts here that there are quite a few little packages that just tweak latex2e's default behaviour a little to make it more sensible here and there. rather than try to pick these up one by one as i read answers to questions (and thus risk missing them), i thought i'd ask up front what latex2e packages people load by default in (almost) every document. as this is a ""big list"" question, i'm making it cw. i don't know if there are standard rules across all se/so sites for such questions, but on mathoverflow the rule is generally: one thing (in this case, package) per answer. i guess that if a couple of packages really do go together then it would be fine to group them. this is perhaps a little subjective and a little close to the line, so i'll not be offended if it gets closed or voted down! (but please explain why in the comments.) also see our community poll question: “i have used the following packages / classes”",What packages do people load by default in LaTeX?,55,6,,86.0,2010-07-29 08:53:13,<packages><big-list>,,1,1179
46,577,62,2554,"what resources (online or otherwise) exist that give good advice on best practices for tex, etc.? i'm looking particularly for things that assume you already know tex or latex, and aim to help you achieve better results, with rationales explained. resources with some specific focus are welcome. i'll start a list with two suggestions of my own so you can see what i mean. somewhat to my surprise i haven't found this question asked here already. (please point me to it if i'm wrong!) note that what i'm asking is somewhat different from what is the best book to start learning latex? and what are other good resources on-line for information about tex, latex and friends?, although there's lots of room for overlapping answers.",Best practices references,12,0,585.0,206.0,2010-07-29 15:11:46,<best-practices><documentation><big-list>,,1,1009
47,595,89,118007,"to make latin-letter variables bold i can use e.g. \mathbf{a}, but while putting greek letters or symbols such as \nabla inside \mathbf doesn't cause any errors or warnings, it also doesn't do anything else. what is the best way to make bold math symbols, in particular greek letters and \nabla?",How can I get bold math symbols?,6,1,596.0,32.0,2010-07-29 17:37:34,<fonts><math-mode><symbols><bold>,,1,392
48,655,134,24565,"inspired by a question about \let and \def, i have some that essentially all boil down to asking what are the differences between \def and \newcommand? in particular, i wonder is it possible to have parameters passed to \defed commands, both optional and required? is there a \redef command equivalent to \renewcommand? i have only ever used \newcommand -- is there any reason i should change that habit? but i welcome comments on anything else i may not have thought of in this list!",What is the difference between \def and \newcommand?,5,4,658.0,32.0,2010-07-30 15:27:08,<macros>,,1,882
49,664,190,54247,"as a native english speaker, i've mostly been allowed the luxury of pretending that ascii is enough, and have been able to treat font encodings as not my problem. i've seen lots of advice that i ought to include \usepackage[t1]{fontenc} in my preamble. (see, for instance, p.  has_numeric  of the latex companion.) what isn't really adequately explained is why i ought to do so. so, if i am writing in english and have to make only occasional use of things like g\""odel, what does following the advice really get me?",Why should I use \usepackage[T1]{fontenc}?,2,2,677.0,93.0,2010-07-30 17:37:41,<packages><font-encodings>,,1,788
50,674,51,14878,"i am submitting a paper to a conference that has a limit of  has_numeric  pages. i have edited and edited the text, but the paper still fills  has_numeric  pages, and i am reluctant to remove anything. what tricks can i use to make the paper fit in  has_numeric  pages? i know about \vspace{-1mm}, but are other and better tricks? how can i squeeze a little bit between lines, around the elements produced by \maketitle, around headlines, etc. in a way that is consistent and does not look too ugly? is it possible to reduce the font size from  has_numeric  points to, say,  has_numeric . has_numeric ? (this should be community wiki, but i don't have enough rep yet.)",Squeezing scientific paper to fit within page limits,16,8,,35.0,2010-07-30 18:52:44,<spacing>,,1,664
51,686,55,5814,"when creating presentations in beamer, those little symbols that you can click on and will take you to different parts of your presentation are automatically included on your slides. i don't like that, but decided not to try and change it for now. the problem is that when i gave my presentation to my supervisor to revise, the first thing he did was cross the symbols out in red, meaning: take this out! what should i do? is there an easy command to get rid of those symbols or do i have to change the theme of my presentation to get rid of the symbols?",How to get rid of navigation symbols in beamer?,2,4,692.0,14.0,2010-07-30 20:37:34,<beamer><symbols><navigation>,,1,598
52,736,98,17913,"what's the difference? i know that \pagebreak can take an optional argument that specifies how much a page break is desired, but is there any difference if the optional argument is not used?",\pagebreak vs \newpage,3,0,740.0,9.0,2010-07-31 19:56:09,<vertical-alignment><page-breaking>,,1,215
53,782,143,102905,"some of the available classes of documents in latex are well known and widely used, such as the article and beamer classes, while others are not so well known, such as the standalone class. i found this figure which lists the main classes and is a good starting point, but the description is too short and still leaves one wondering when it would be more suitable to choose one class over the other and what the characteristics of each class is. furthermore, the list is not exhaustive i think, given that i know at least one more document class that is not there (the standalone class, as i mentioned). so my question is: what are the available classes of documents in latex, and could you provide a brief description of the class and the situations where it would be recommended? please give only one class per answer.","What are the available ""documentclass"" types and their uses?",25,8,,14.0,2010-08-01 19:57:26,<document-classes><big-list>,,1,1215
54,823,246,59058,"i know that i can use hyperref to make cross-references and hyperlinks clickable. that makes the clickable areas outlined in fluorescent green, however. how can i make the green boxes go away?",Remove ugly borders around clickable cross-references and hyperlinks,7,2,12408.0,35.0,2010-08-02 16:40:12,<hyperref><color><boxes><links>,,1,351
55,826,57,30208,"how can i make latex use symbols (*, †, ‡, and so on) instead of numbers to mark footnotes? (the numbers are confusing because i use superscripted numbers for citations.)",Symbols instead of numbers as footnote markers,5,0,829.0,35.0,2010-08-02 16:45:40,<symbols><numbering><footnotes>,,1,183
56,940,60,8619,tex and latex are widely used in computer science. what other academic disciplines or professionals use it?,What professions use TeX/LaTeX besides CS?,45,5,,356.0,2010-08-03 21:01:37,<latex-project><big-list><tex-general>,,1,120
57,953,76,9848,"i feel as though i have been hearing about the latex3 project for a very long time. why is it taking so long for it to come into fruition? are there major technical difficulties, or is it purely a lack of developers that is causing a bottleneck?",Why is LaTeX3 taking so long to come out?,4,8,986.0,136.0,2010-08-03 22:41:01,<latex3>,,1,274
58,1013,81,93576,"it's easy to make subscripts in math mode: $a_i$. how do i make a subscript outside math environment, likethis?",How to typeset subscript in usual text mode?,10,0,,280.0,2010-08-04 13:32:52,<subscripts>,,1,164
59,1050,170,15133,i just spotted someone use \newcommand* in an answer and realised that i'd never quite sorted out in my head what the star (asterisk) was there for. (this one is practically impossible to search for on the internet so this is a good place to record the answer!),What's the difference between \newcommand and \newcommand*?,4,1,1057.0,86.0,2010-08-04 18:11:15,<macros><starred-version>,,1,302
60,1072,55,5568,"there several types of graphics files. in no particular order .jpeg .eps .pdf .png .tif .jif (and no doubt others). some work with latex, dvips and some work with pdflatex. how am i supposed to know which? just to confuse matters, metapost produces .eps but i can use these with pdflatex as long as i put in a four line incantation. can anyone explain this?",Which graphics formats can be included in documents processed by latex or pdflatex?,6,2,1075.0,511.0,2010-08-04 20:55:08,<graphics><eps><png><tiff><jpeg>,,1,401
61,1092,120,39387,"debian and ubuntu have very good texlive packaging. but i'd like to use tlmgr to have a more fine-grained control about upgrades and which packages i want to be installed. so how do i install ""vanilla"" texlive on debian/ubuntu? also how do i make dpkg aware that i have texlive installed? btw: debian & ubuntu have texlive  has_numeric  now ;-)","How to install ""vanilla"" TeXLive on Debian or Ubuntu?",9,8,1094.0,137.0,2010-08-05 00:25:37,<installing><texlive>,,1,393
62,1118,66,10445,"why would i need to use version control with my latex documents? i know people who do it, and i've seen questions about it on here and on so, but i haven't understood what value there is to doing it... [maybe this should be cw? also, someone > has_numeric  rep add some more tags, e.g. version-control]","What are the advantages of using version control (git, CVS etc) in LaTeX documents",12,11,1121.0,215.0,2010-08-05 11:32:27,<revision-control><best-practices>,,1,320
63,1137,167,95030,"i know how to define a package - but how do i make it available (to myself) at all times? say i have the package file commonstuff.sty, that i want to be able to include in any .tex file i create on my computer. where do i put it? do i need to run some installer on it, or is it enough to keep it in a certain folder? note: i know i can just place it in the same folder as the .tex file, but that's not what i'm after here. i'm looking for a way to ""install"" the package centrally on my computer.","Where do I place my own .sty files, to make them available to all my .tex files?",11,6,1138.0,223.0,2010-08-05 13:50:44,<packages><installing><texmf>,,1,570
64,1319,397,68108,"if you were asked to show examples of beautifully typeset documents in tex & friends, what would you suggest? preferably documents available online (i'm aware i could go to a bookstore and find many such documents called 'books'). extra bonus for documents whose latex source is available. this is not an idle question. seeing great examples of any craft is both educational and inspiring, let alone explaining why we prefer tex to word or other text editors. for instance, i like how philipp lehman's font installation guide looks. i don't know enough latex to realize how much customization was done, but the toc looks polished. your nominations, please ...",Showcase of beautiful typography done in TeX & friends,61,4,,564.0,2010-08-08 00:51:47,<typography><big-list><examples>,,1,834
65,1325,70,8544,"i'd like to be able to use latexdiff with git. at the moment i have an alias in my .gitconfig file for a word-based diff: [alias] wdiff = diff --color-words but is it possible to make an alias that will use latexdiff then compile the output and open the created dvi/pdf file? probably the best approach to this is using git difftool, but has anyone already made an appropriate script?",Using latexdiff with git,6,1,1417.0,422.0,2010-08-08 04:15:01,<revision-control><latexdiff><git>,,1,524
66,1375,63,35111,i found this page with some examples: http://en.wikibooks.org/wiki/latex/algorithms_and_pseudocode i'm wondering which one to use. any suggestions? i'm using other packages too so whichever is less likely to interfere with them is better for me.,What is a good package for displaying algorithms?,5,2,,572.0,2010-08-09 07:04:53,<packages><algorithms><pseudocode>,,1,356
67,1390,73,16300,"i've read various answers to questions on here that suggest the original computer modern fonts have been superceded. sometimes it is suggested we use the cm-super package, sometimes that we instead use latin modern fonts. which is better? which is easier to get working? (getting new fonts to work in latex seems a daunting task...) which look better?",Latin Modern vs cm-super?,5,1,1393.0,215.0,2010-08-09 12:07:52,<fonts><computer-modern><latin-modern>,,1,376
68,1423,52,20850,"say i made a beamer presentation and i want to print it out. is there a nice way to make beamer ignore the pauses so that i don't get lots of pages with duplicate information? of course there are some things one could do with find & replace, but i would prefer a more sophisticated solution if such exists.",Is there a nice way to compile a beamer presentation without the pauses?,5,3,1426.0,166.0,2010-08-09 20:12:58,<beamer>,,1,340
